Score;Genres;Type;Episodes;Studios;Source
7.41;Game, Comedy, Romance;Special;1;Signal.MD;Web manga
7.41;Action, Adventure, Comedy, Demons, Supernatural, Martial Arts, Shounen;Special;2;Studio Pierrot;Manga
7.41;Slice of Life, Comedy, School, Shounen;TV;12;Connect;4-koma manga
7.4;Action, Adventure, Fantasy, Magic, Shounen, Supernatural;OVA;13;Madhouse;Novel
7.4;Comedy, Drama, Slice of Life, Supernatural;TV;12;Brain's Base;Original
7.4;Action, Drama, Mecha, Military, Sci-Fi;Special;1;Production I.G, Xebec;Original
7.4;Drama, Music, Romance, Shoujo;TV;44;Studio Hibari;Manga
7.4;Comedy, Ecchi, Seinen;TV;24;Gainax;Manga
7.4;Drama, Sci-Fi, Shounen, Sports;OVA;8;Sunrise;Unknown
7.4;Action, Sports, Shounen;TV;52;Madhouse, Group TAC;Manga
7.4;Action, Adventure, Drama, Sci-Fi, Space;TV;22;Toei Animation;Unknown
7.4;Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School;TV;12;J.C.Staff;Light novel
7.4;Adventure, Comedy, Fantasy, Kids, Magic;TV;24;Nippon Animation;Other
7.4;Drama, Romance;TV;26;Studio Comet, KeyEast, REALTHING;Other
7.4;Action, Martial Arts;OVA;1;APPP;Unknown
7.4;Music;Music;1;Production I.G;Unknown
7.4;Slice of Life, Comedy, School, Shounen;OVA;1;Kyoto Animation;Manga
7.4;Action, Comedy, Super Power, Martial Arts, Shounen;OVA;1;Studio Pierrot;Manga
7.4;Mystery, Supernatural;TV;11;Bones;Novel
7.4;Comedy, Demons, Ecchi, Harem, Romance, School;TV;12;TNK;Light novel
7.4;Harem, Slice of Life, Comedy, Romance, School;TV;12;AIC Build;Light novel
7.4;Action, Psychological, Supernatural, Shounen;OVA;1;Asread;Manga
7.4;Action, Sci-Fi, Seinen;TV;12;SANZIGEN;Manga
7.4;Slice of Life, School;Special;1;CoMix Wave Films;Original
7.4;Mystery, Comedy, Super Power, Drama;TV;12;Lerche;Original
7.4;Adventure, Sci-Fi;Special;1;Tatsunoko Production;Unknown
7.4;Action, Drama, Seinen;TV;12;Manglobe;Manga
7.4;Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen;OVA;1;Seven Arcs Pictures;Manga
7.4;Action, Comedy, Super Power, Martial Arts, Shounen;Special;1;Studio Pierrot;Original
7.4;Music, Slice of Life, School;TV;13;Sunrise;Other
7.4;Action, Comedy, Super Power, Supernatural, Fantasy, Shounen;OVA;1;Bones;Manga
7.4;Comedy, Drama, Music, School, Seinen;TV;12;Gaina;Manga
7.4;Slice of Life, Comedy, Shounen Ai;ONA;12;monofilmo;Web manga
7.4;Music, Supernatural;Music;1;Unknown;Manga
7.39;Adventure, Comedy, Fantasy, Magic, Romance, Shoujo;TV;74;Gallop;Manga
7.39;School, Shounen, Sports;TV;39;Studio Comet;Manga
7.39;Action, Military, Sci-Fi, Space, Drama, Mecha;Movie;1;Sunrise;Original
7.39;Adventure, Comedy, Sports, Shounen;OVA;1;Production I.G;Manga
7.39;Drama, Sci-Fi, Shounen, Sports;OVA;8;Sunrise;Unknown
7.39;Action, Demons, Horror, Romance, Supernatural;TV;13;Madhouse;Original
7.39;Action, Supernatural, Fantasy;Movie;1;J.C.Staff;Light novel
7.39;Sci-Fi, Adventure, Comedy;OVA;11;Madhouse, Studio Deen, Magic Bus;Manga
7.39;Mystery, Horror, Thriller, Shounen;TV;26;TMS Entertainment;Manga
7.39;Adventure, Fantasy, Comedy;TV;26;Trans Arts;Manga
7.39;Slice of Life, Comedy;TV;13;Hal Film Maker;4-koma manga
7.39;Slice of Life, Adventure;TV;39;Nippon Animation;Original
7.39;Sci-Fi;OVA;3;Sunrise;Original
7.39;Comedy, Josei, Romance, Slice of Life;Special;1;J.C.Staff;Manga
7.39;Comedy, Historical, Parody;ONA;52;Studio Deen;Web manga
7.39;Action, Fantasy, Comedy, Super Power, Shounen;OVA;1;Toei Animation;Manga
7.39;Action, Historical, Martial Arts, Samurai, Super Power;TV;12;Production I.G;Game
7.39;Fantasy;Movie;1;Production I.G, Polygon Pictures;Original
7.39;Action, Drama, Mecha, Military, Sci-Fi;Movie;1;Xebec;Original
7.39;Comedy;Special;3;Artland;Unknown
7.39;Music;Music;1;Madhouse;Unknown
7.39;Adventure, Police, Comedy, Mystery, Shounen;OVA;1;TMS Entertainment;Manga
7.39;Action, Sci-Fi, Mystery, Super Power, Supernatural;Movie;1;Bones;Original
7.39;Music, Sci-Fi;TV;13;Satelight;Original
7.39;Sci-Fi;Special;4;Studio Rikka, Purple Cow Studio Japan;Unknown
7.39;Comedy, Mystery, Police, Shounen, Sports;OVA;1;Unknown;Unknown
7.39;Action, Sci-Fi, Psychological, Seinen;TV;12;Madhouse;Manga
7.39;Action, Drama, Mecha, Military, Sci-Fi;TV;13;Xebec, I.Gzwei;Original
7.39;Drama, Slice of Life;Movie;1;CoMix Wave Films;Original
7.39;Slice of Life, Comedy, Sports, Drama, School;TV;12;Kyoto Animation, Animation Do;Original
7.39;Comedy, Slice of Life;OVA;1;feel.;Manga
7.39;Fantasy, Magic, Romance, Shoujo;TV;52;Studio Comet, Zexcs;Original
7.39;Game, Psychological;TV;12;J.C.Staff;Card game
7.39;Comedy, Harem, Romance, School, Shounen;TV;12;Shaft;Manga
7.39;Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural;ONA;35;Khara, Trigger, Studio Colorido;Original
7.39;Comedy, Romance, Seinen, Slice of Life;TV;13;Seven;4-koma manga
7.39;Hentai;OVA;6;Unknown;Manga
7.39;Slice of Life, Comedy, Shounen;TV;12;Diomed�a;Manga
7.39;Action, Adventure, Demons, Romance, Martial Arts, Fantasy;ONA;40;Unknown;Novel
7.39;Comedy, Parody, Dementia;Special;2;Unknown;4-koma manga
7.39;Harem, Comedy, Romance, School;TV;12;Connect;Light novel
7.39;Action, Adventure, Historical, Martial Arts, Fantasy;ONA;12;Motion Magic;Novel
7.39;Comedy, Drama, Romance, Shounen Ai;Movie;1;Studio Deen;Manga
7.39;Comedy, Supernatural, Drama, Romance, School;ONA;1;Studio Colorido;Original
7.39;Slice of Life, Romance;ONA;15;LICO, Red Dog Culture House;Original
7.38;Sci-Fi, Adventure, Comedy, Super Power, Shounen;TV;23;Gonzo;Manga
7.38;Action, Mecha, Romance, Sci-Fi, Space;TV;26;Xebec;Original
7.38;Action, Sci-Fi, Adventure, Super Power, Drama;TV;26;Sunrise;Original
7.38;Action, Adventure, Comedy, Mecha, Sci-Fi;TV;67;Xebec;Unknown
7.38;Action, Adventure, Comedy, Supernatural, Martial Arts, Shounen;Movie;1;Studio Deen;Unknown
7.38;Adventure, Comedy, Fantasy, Shounen;Special;1;Toei Animation;Manga
7.38;Action, Adventure, Mystery, Comedy, Seinen;Movie;1;Unknown;Manga
7.38;Action, Mystery, Comedy, Shounen;Movie;1;Sunrise;Unknown
7.38;Adventure, Drama, Historical, Slice of Life;TV;52;Nippon Animation;Book
7.38;Action, Comedy, Drama, Police, Shounen;Movie;1;Studio Deen;Manga
7.38;Drama, Historical, Slice of Life;TV;52;Nippon Animation;Novel
7.38;Adventure, Fantasy, Shounen;Special;5;Toei Animation;Manga
7.38;Action, Comedy, Martial Arts, School, Shounen;TV;34;Toei Animation;Manga
7.38;Action, Adventure, Comedy, Mecha, Sci-Fi;Special;1;Gainax;Original
7.38;Comedy, Drama, Martial Arts;TV;12;Brain's Base;Light novel
7.38;Adventure, Comedy, Fantasy, Kids, Shounen;Movie;1;Shin-Ei Animation;Unknown
7.38;Sci-Fi, Slice of Life, Fantasy, Shounen;Special;1;Hal Film Maker;Unknown
7.38;Action, Military, Comedy, Drama, Romance;Special;1;Production I.G;Novel
7.38;Fantasy, Magic, School, Shoujo;TV;52;Studio Comet;Original
7.38;Harem, Comedy, Parody, School;ONA;10;AIC;Light novel
7.38;Harem, Hentai, Demons, Supernatural, Fantasy;OVA;2;Majin;Visual novel
7.38;Action, Sci-Fi, Mecha;Movie;1;Graphinica;Original
7.38;Music, School, Shoujo, Slice of Life;TV;178;Sunrise, Bandai Namco Pictures;Original
7.38;Slice of Life, Comedy, School, Seinen;TV;12;Kinema Citrus;4-koma manga
7.38;Slice of Life, Comedy;TV;12;Kyoto Animation;Original
7.38;Action, Sci-Fi, Space, Drama;Movie;1;Toei Animation;Manga
7.38;Comedy, Drama, Shounen, Sports;OVA;1;TMS Entertainment;Manga
7.38;Action, Military, Comedy, Shoujo;TV;12;Pierrot Plus;Manga
7.38;Action, Adventure, Mecha, Sci-Fi;OVA;2;Production I.G;Original
7.38;Hentai;OVA;1;Seven;Visual novel
7.38;Slice of Life, Psychological, Drama, Magic, Fantasy;TV;12;Studio Gokumi;Original
7.38;Slice of Life, Comedy, Romance, Seinen;TV;13;Seven;4-koma manga
7.38;Action, Horror, Supernatural, Drama, School, Seinen;OVA;1;Studio Pierrot;Manga
7.38;Music;Music;1;Unknown;Web manga
7.38;Romance, Slice of Life;TV;10;Fanworks;Picture book
7.38;Slice of Life, Comedy, School, Shounen;OVA;1;J.C.Staff;Manga
7.38;Music, Romance, Super Power, Supernatural;Music;4;Unknown;Music
7.38;Fantasy;ONA;24;Sunrise;Light novel
7.38;Action, Comedy, Magic, Fantasy, Shounen;TV;170;Studio Pierrot;Manga
7.38;Action, Historical, Supernatural;Movie;1;Wit Studio;Manga
7.38;Comedy, Romance;TV;12;SILVER LINK.;Light novel
7.38;Adventure, Comedy, Slice of Life;OVA;1;8bit;Manga
7.38;Comedy, Drama, Romance, Shounen Ai;TV;13;CloverWorks;Manga
7.38;Comedy, Parody, Shounen;Special;7;Unknown;Manga
7.38;Slice of Life, Comedy, School, Seinen;TV;12;Doga Kobo;Manga
7.38;Comedy, Parody, Fantasy;TV;12;Studio PuYUKAI;Original
7.38;Action, Adventure, Historical, Romance, Martial Arts, Fantasy;ONA;12;Shanghai Foch Film Culture Investment;Novel
7.37;Sci-Fi, Supernatural, Drama, School;TV;20;Group TAC;Manga
7.37;Drama, Sci-Fi;OVA;1;Studio Rikka;Original
7.37;Action, Adventure, Historical;TV;47;Enoki Films, Dai Nippon Printing;Manga
7.37;Comedy, Harem, Romance, Sci-Fi, Shounen;OVA;1;AIC;Original
7.37;Adventure, Comedy, Supernatural, Magic, Fantasy, Shounen;OVA;3;J.C.Staff;Light novel
7.37;Action, Adventure, Mystery, Comedy, Seinen;Special;1;TMS Entertainment;Manga
7.37;Action, Comedy, Mystery, Shounen;Movie;1;Sunrise;Unknown
7.37;Drama, Seinen, Slice of Life;TV;11;Palm Studio;Manga
7.37;Drama, Historical, Shounen;Movie;1;Madhouse;Manga
7.37;Adventure, Sports, Mecha, School, Sci-Fi, Shounen;TV;37;Kaname Productions;Manga
7.37;Action, Adventure, Mystery, Comedy, Police;TV;26;Gallop, TMS Entertainment;Novel
7.37;Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life;Special;7;Studio Deen;Light novel
7.37;Action, Drama, Fantasy, Romance, School, Supernatural;OVA;4;J.C.Staff;Light novel
7.37;Comedy;Special;9;Xebec;Manga
7.37;Slice of Life, Comedy, Kids;OVA;1;Madhouse;Manga
7.37;Action, Sci-Fi, Super Power, Supernatural;Movie;1;Bones;Original
7.37;Action, Comedy, Supernatural, Demons, School, Shounen;Special;16;Studio Pierrot, Pierrot Plus;Original
7.37;Action, Psychological, Sci-Fi;Movie;1;GoHands;Novel
7.37;Mystery, School, Slice of Life;OVA;1;Kyoto Animation;Light novel
7.37;Comedy, Supernatural;Special;1;Lerche;Manga
7.37;Sci-Fi, Harem, Comedy, Romance, School;OVA;1;AIC PLUS+;Light novel
7.37;Slice of Life, Comedy, School;OVA;1;J.C.Staff;Visual novel
7.37;Comedy, Romance, Slice of Life;OVA;2;feel.;Light novel
7.37;Sci-Fi, Police, Psychological, Mecha;Movie;1;Production I.G;Manga
7.37;Comedy, Seinen;OVA;1;Brain's Base;Manga
7.37;Action, Ecchi, Magic, Military, Sci-Fi;OVA;3;SILVER LINK.;Original
7.37;Sports, Drama, Shounen;Movie;1;TMS Entertainment;Manga
7.37;Action, Super Power, Supernatural, Drama;Movie;1;GoHands;Original
7.37;Mystery, Super Power, Supernatural, School;TV;24;David Production;Light novel
7.37;Comedy, Drama, Fantasy, Military;TV;12;Bones;Original
7.37;Action, Adventure, Demons, Fantasy, Historical, Martial Arts, Romance;ONA;40;Unknown;Web manga
7.37;Comedy, Drama, Romance, Seinen;TV;12;Sunrise;Manga
7.37;Comedy, Romance, School, Shounen;TV;12;TMS Entertainment;Manga
7.36;Action, Adventure, Martial Arts, Shounen, Super Power;TV;42;Studio Pierrot;Manga
7.36;Adventure, Comedy, Fantasy, Kids, Shounen;TV;26;Unknown;Manga
7.36;Action, Sports, Shounen;Movie;1;Production I.G;Manga
7.36;Adventure, Drama, Historical, Romance;TV;26;Nippon Animation;Novel
7.36;Action, Adventure, Space, Drama, Sci-Fi, Seinen;OVA;13;Madhouse;Unknown
7.36;Adventure, Comedy, Kids, Drama, Fantasy;Movie;1;OLM;Game
7.36;Action, Adventure, Samurai;TV;5;Gonzo;Original
7.36;Comedy, Drama, School, Shounen, Slice of Life, Sports;Movie;1;Toei Animation;Manga
7.36;Historical, Drama, Shoujo;TV;26;TMS Entertainment;Novel
7.36;Drama, Romance, School;TV;13;P.A. Works;Original
7.36;Slice of Life, Drama, Shoujo;TV;43;Nippon Animation;Novel
7.36;Adventure, Comedy, Kids, Drama, Fantasy;TV;52;Telescreen;Other
7.36;Adventure, Drama, Sci-Fi, Space;TV;14;Studio Hibari;Manga
7.36;Action, Mecha, Military, Sci-Fi;Movie;1;Digital Frontier;Unknown
7.36;Magic, Romance, Shoujo;Special;3;Toei Animation;Manga
7.36;Adventure, Drama, Fantasy, Kids, Slice of Life;OVA;3;Toei Animation;Original
7.36;Drama, Fantasy, Psychological, Thriller;Special;1;J.C.Staff;Original
7.36;Action, Adventure, Samurai;Movie;1;Gonzo;Original
7.36;Comedy, Historical, School, Seinen, Sports;TV;12;J.C.Staff;Light novel
7.36;Action, Comedy, Ecchi, Harem, Super Power;TV;13;Seven Arcs;Manga
7.36;Harem, Comedy, Parody, School;TV;12;Studio Deen;Light novel
7.36;Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Shounen;TV;13;AIC ASTA;Manga
7.36;Drama, Josei, Romance, Slice of Life;TV;11;David Production;Manga
7.36;Slice of Life, Comedy, Romance, School;TV;25;AIC;Visual novel
7.36;Slice of Life, Sports, Music, Shoujo;TV;51;Tatsunoko Production;Game
7.36;Comedy, Ecchi, Horror, Romance, Shounen, Supernatural;TV;12;Studio Deen;Manga
7.36;Hentai;OVA;2;PoRO;Visual novel
7.36;Action, Drama, Historical, Supernatural;Movie;1;TMS Entertainment;Book
7.36;Comedy, Romance, School, Shounen;OVA;6;Gonzo, Hoods Entertainment;Web manga
7.36;Action, Mecha, School, Sci-Fi, Seinen, Space;TV;24;Doga Kobo, Orange;Manga
7.36;Comedy, Romance, School;TV;13;Doga Kobo;Manga
7.36;Hentai;OVA;1;Office Takeout;Manga
7.36;Harem, Romance, Sci-Fi;Movie;1;Production IMS;Light novel
7.36;Ecchi, School, Shounen;OVA;2;J.C.Staff;Manga
7.36;Action, Mystery, Horror, Psychological;TV;12;Lerche;Game
7.36;Action, Comedy, School, Shounen;Movie;1;Lerche;Manga
7.36;Slice of Life, Comedy;TV;12;A-1 Pictures;4-koma manga
7.36;Comedy, School, Seinen, Slice of Life;TV;12;Doga Kobo;Manga
7.36;Harem, Music, Comedy, Romance, Shoujo;Movie;1;A-1 Pictures;Game
7.36;Slice of Life, Comedy, Shoujo Ai;TV;12;Doga Kobo;4-koma manga
7.36;Slice of Life, Comedy, Supernatural, Romance;TV;12;Doga Kobo;Web manga
7.36;Fantasy, Mystery, Supernatural;TV;13;TROYCA;Light novel
7.36;Comedy, Ecchi, Slice of Life, Sports;TV;12;Doga Kobo;Web manga
7.36;Action, Adventure, Historical, Supernatural, Drama, Martial Arts, Samurai, Seinen;ONA;24;LIDENFILMS;Manga
7.36;Action, Adventure, Historical, Demons, Romance, Martial Arts, Fantasy;ONA;40;Unknown;Web manga
7.36;Harem, Comedy, Romance, School, Shounen;TV;13;Silver, Arvo Animation;Manga
7.36;Music, Slice of Life;Movie;1;Unknown;Manga
7.35;Comedy, Supernatural, Magic, Romance, Seinen;TV;24;AIC;Manga
7.35;Action, Mystery, Super Power;TV;24;Gonzo;Original
7.35;Action, Sci-Fi, Space, Super Power, Drama;TV;24;Bones;Original
7.35;Adventure, Shounen, Supernatural;Movie;1;Studio Pierrot;Manga
7.35;Romance, Shoujo;Movie;1;Unknown;Unknown
7.35;Action, Military, Sci-Fi, Adventure, Historical, Drama;Movie;1;Studio 4�C, Sunrise;Original
7.35;Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen;TV;25;Studio Junio;Original
7.35;Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire;OVA;6;APPP;Manga
7.35;Action, Mecha, Romance, Sci-Fi;TV;26;Sunrise;Original
7.35;Fantasy, Comedy, Shounen;OVA;3;Bones;Manga
7.35;Sci-Fi, Seinen, Slice of Life;OVA;2;Ajia-Do;Manga
7.35;Historical, Music;Movie;1;Unknown;Unknown
7.35;Adventure, Sci-Fi, Shounen, Sports;TV;37;Sunrise;Original
7.35;Action, Fantasy, Supernatural, Comedy, School, Shounen;TV;26;Xebec;Manga
7.35;Action, Adventure, Fantasy, Shounen;Movie;1;Toei Animation;Manga
7.35;Comedy;Special;5;Studio Deen;Light novel
7.35;Action, Adventure, Mecha, Sci-Fi, Demons, Horror, Shounen;OVA;13;Brain's Base;Original
7.35;Comedy, School, Slice of Life;TV;13;Asread;Manga
7.35;Action, Adventure, Shounen;TV;26;Madhouse;Light novel
7.35;Action, Adventure, Fantasy, School, Sci-Fi;TV;24;Zexcs;Light novel
7.35;Action, Comedy, Martial Arts, Shounen, Super Power;Movie;1;Studio Pierrot;Manga
7.35;Mystery, Horror, Supernatural;TV;13;Bee Train;Novel
7.35;Adventure, Space, Fantasy;Movie;1;A-1 Pictures;Original
7.35;Comedy, Magic, Romance, Seinen, Supernatural;OVA;3;AIC;Manga
7.35;Comedy, School, Shoujo;Special;1;J.C.Staff;Manga
7.35;Adventure, Police, Comedy, Mystery, Shounen;OVA;1;TMS Entertainment;Unknown
7.35;Slice of Life, Historical, Seinen;Special;1;Satelight;Manga
7.35;Comedy, Romance;OVA;4;Diomed�a;Unknown
7.35;Sci-Fi, Mystery, Drama, Mecha, School;TV;22;Production I.G;Visual novel
7.35;Comedy, School, Slice of Life;TV;12;Doga Kobo;Light novel
7.35;Action, Comedy, Parody, Fantasy, Shounen;TV;13;Ordet, LIDENFILMS;Web manga
7.35;Adventure, Comedy, Fantasy, Kids, Shounen;Movie;1;Shin-Ei Animation;Unknown
7.35;Adventure, Mystery, Fantasy;TV;12;Madhouse;Light novel
7.35;Action, Historical, Super Power, Ecchi, Martial Arts, Samurai, Fantasy, Shounen;TV;26;Seven Arcs Pictures;Manga
7.35;Action, Comedy, Drama, Magic, Seinen;TV;13;Studio Deen;Manga
7.35;Comedy, Drama, Romance, School, Slice of Life;Movie;1;Kyoto Animation;Light novel
7.35;Comedy, Historical, Parody;OVA;1;Studio Deen;Web manga
7.35;Action, Adventure, Fantasy, Magic, Mystery;TV;12;Passione;Light novel
7.35;Comedy, Drama, Music;TV;12;A-1 Pictures;Game
7.35;Comedy, Fantasy, Mystery;TV;12;SILVER LINK.;Light novel
7.35;Action, Adventure, Magic, Fantasy;TV;13;ufotable;Game
7.35;Comedy, Sports, Drama, School, Shounen;TV;50;Diomed�a;Manga
7.35;Comedy, Romance;ONA;12;Zero-G;Web manga
7.35;Music, Dementia;Music;1;Unknown;Original
7.35;Parody, Fantasy;Movie;1;Unknown;Light novel
7.35;Action, Comedy, Parody, Samurai;ONA;2;Bandai Namco Pictures;Manga
7.35;Ecchi, School, Shounen;TV;13;J.C.Staff;Manga
7.35;Music;Music;1;Unknown;Original
7.35;Action, Sci-Fi, Horror, Demons, Drama, Thriller;ONA;6;YHKT Entertainment;Original
7.34;Slice of Life, Drama, Romance, Shoujo, Shoujo Ai;TV;13;Studio Deen;Light novel
7.34;Slice of Life, Comedy, Romance;Special;1;Xebec;Manga
7.34;Comedy, Magic, Shoujo;TV;49;Toei Animation;Original
7.34;Magic, Fantasy, Comedy, Shoujo;TV;50;Toei Animation;Original
7.34;Action, Supernatural, Magic, Romance, Fantasy;TV;24;Studio Deen;Visual novel
7.34;Sports, Supernatural, Drama, Romance;TV;12;Karaku;Light novel
7.34;Drama, Romance, Shoujo;TV;23;Eiken;Manga
7.34;Comedy, Drama, Romance, Shounen;TV;26;J.C.Staff;Manga
7.34;Action, Adventure, Comedy, Kids, Fantasy;TV;276;OLM;Game
7.34;Comedy, Drama, Romance, Seinen;TV;9;Shaft;Manga
7.34;Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports;TV;26;Xebec;Unknown
7.34;Adventure, Comedy, Fantasy, Magic, Shounen;Movie;1;J.C.Staff;Light novel
7.34;Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen;Movie;1;Toei Animation;Manga
7.34;Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen;Movie;1;Toei Animation;Manga
7.34;Kids;Movie;1;Studio Ghibli;Original
7.34;Comedy, Shoujo;Movie;1;Madhouse;Manga
7.34;Action, Adventure, Mystery, Comedy, Seinen;Special;1;Unknown;Unknown
7.34;Action, Adventure, Comedy, Supernatural, Shounen;OVA;4;Studio Pierrot;Manga
7.34;Sci-Fi, Adventure, Historical, Drama, Mecha, Shounen;TV;26;Palm Studio;Unknown
7.34;Comedy, School, Seinen, Sports;TV;26;AIC ASTA;Manga
7.34;Slice of Life, Romance, School, Drama, Shoujo, Shoujo Ai;Special;6;Studio Deen;Light novel
7.34;Action, Comedy, Supernatural, Shounen;TV;51;SynergySP;Manga
7.34;Action, Comedy, Harem, Parody, Romance;OVA;1;J.C.Staff;Manga
7.34;Action, Seinen;OVA;4;David Production;Manga
7.34;Drama, Romance, School;OVA;3;Production I.G;Light novel
7.34;Demons, Magic, Romance, Shoujo;OVA;5;Toei Animation;Manga
7.34;Sci-Fi, Harem, Comedy, Ecchi, School, Shounen;TV;12;Xebec;Manga
7.34;Drama, Music, Sci-Fi, Slice of Life;OVA;1;ElectromagneticWave;Original
7.34;Action, Historical, Romance, Samurai, Shounen;Special;1;Studio Deen;Manga
7.34;Adventure, Mystery, Super Power, Supernatural, School;Movie;1;AIC ASTA;Game
7.34;Fantasy, Magic, Shounen;Special;1;Satelight, A-1 Pictures;Manga
7.34;Action, Comedy, Drama;TV;13;Satelight;Web manga
7.34;Comedy, Ecchi;Special;6;TNK;Light novel
7.34;Comedy, Romance, School, Shoujo, Slice of Life;TV;24;Production Reed;Manga
7.34;Comedy, Historical, Parody;OVA;1;Studio Deen;Manga
7.34;Action, Mystery, Police, Psychological, Supernatural, Thriller;ONA;12;Production I.G;Original
7.34;Slice of Life, Comedy, School;OVA;1;Kinema Citrus;4-koma manga
7.34;Adventure, Mystery, Comedy, Shounen;TV;13;Shin-Ei Animation;Manga
7.34;Action, Adventure, Comedy, Drama;Movie;1;Toei Animation;Original
7.34;Harem, Comedy, Romance, Ecchi, School;Special;1;A-1 Pictures;Light novel
6.07;Hentai, Fantasy;ONA;12;Unknown;Game
7.34;Action, Ecchi, Magic, Fantasy, Comedy, Harem, Shounen;Movie;1;Seven Arcs Pictures;Manga
7.34;Action, Sci-Fi, Horror, Demons, Drama, Thriller;ONA;6;YHKT Entertainment;Original
7.34;Action, Magic, Fantasy, School;ONA;12;Shanghai Foch Film Culture Investment;Web manga
7.34;Action, Demons, Magic, Fantasy, School;TV;13;SILVER LINK.;Light novel
7.34;Drama, Shounen Ai;Movie;1;Lesprit;Light novel
7.34;Hentai, School;OVA;4;T-Rex;Manga
7.33;Action, Comedy, Historical, Samurai, Shounen;TV;24;Gonzo;Manga
7.33;Action, Adventure, Drama, Fantasy, Sci-Fi;Special;1;Madhouse;Game
7.33;Comedy, Dementia, Psychological;OVA;1;J.C.Staff;Manga
